Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
ICC-Absentee by Mail 1 - 617,5,20
ICC-Absentee by Mail 1 - 611,13,12
ICC-Absentee by Mail 1 - 614,10,15
ICC-Absentee by Mail 1 - 610,5,20
ICC-Absentee by Mail 1 - 615,13,12
ICC-Absentee by Mail 1 - 607,8,17
ICC-Absentee by Mail 1 - 63,1,2
ICC-Absentee by Mail 1 - 612,9,16
ICC-Absentee by Mail 1 - 629,12,13
ICC-Absentee by Mail 1 - 613,17,8
ICC-Absentee by Mail 1 - 628,10,15
ICC-Absentee by Mail 1 - 643,9,16
ICC-Absentee by Mail 1 - 645,12,13
ICC-Absentee by Mail 1 - 644,12,13
ICC-Absentee by Mail 1 - 646,9,16
ICC-Absentee by Mail 1 - 642,11,14
ICC-Absentee by Mail 1 - 65,1,0
ICC-Absentee by Mail 1 - 648,3,21
ICC-Absentee by Mail 1 - 647,7,18
ICC-Absentee by Mail 1 - 649,6,19
ICC-Absentee by Mail 1 - 650,10,15
ICC-Absentee by Mail 1 - 64,0,1
ICC-Absentee by Mail 1 - 633,11,14
ICC-Absentee by Mail 1 - 632,6,19
ICC-Absentee by Mail 1 - 641,1,24
ICC-Absentee by Mail 1 - 640,8,15
ICC-Absentee by Mail 1 - 630,13,11
ICC-Absentee by Mail 1 - 639,8,17
ICC-Absentee by Mail 1 - 634,8,17
ICC-Absentee by Mail 1 - 635,10,15
ICC-Absentee by Mail 1 - 631,10,15
ICC-Absentee by Mail 1 - 638,9,16
ICC-Absentee by Mail 1 - 637,4,21
ICC-Absentee by Mail 1 - 606,8,17
ICC-Absentee by Mail 1 - 605,11,14
ICC-Absentee by Mail 1 - 636,2,23
ICC-Absentee by Mail 1 - 573,0,3
ICC-Absentee by Mail 1 - 577,1,2
ICC-Absentee by Mail 1 - 576,2,3
ICC-Absentee by Mail 1 - 574,2,0
ICC-Absentee by Mail 1 - 575,4,5
ICC-Absentee by Mail 1 - 581,1,0
ICC-Absentee by Mail 1 - 579,0,4
ICC-Absentee by Mail 1 - 578,3,0
ICC-Absentee by Mail 1 - 580,2,0
ICC-Absentee by Mail 1 - 58,6,0
ICC-Absentee by Mail 1 - 570,0,1
ICC-Absentee by Mail 1 - 572,0,4
ICC-Absentee by Mail 1 - 571,2,1
ICC-Absentee by Mail 1 - 563,0,5
ICC-Absentee by Mail 1 - 564,3,8
ICC-Absentee by Mail 1 - 565,0,1
ICC-Absentee by Mail 1 - 57,0,3
ICC-Absentee by Mail 1 - 561,2,6
ICC-Absentee by Mail 1 - 562,1,0
ICC-Absentee by Mail 1 - 566,7,7
ICC-Absentee by Mail 1 - 583,2,1
ICC-Absentee by Mail 1 - 567,2,0
ICC-Absentee by Mail 1 - 582,1,6
ICC-Absentee by Mail 1 - 568,0,1
ICC-Absentee by Mail 1 - 569,0,3
ICC-Absentee by Mail 1 - 584,1,0
ICC-Absentee by Mail 1 - 6,1,11
ICC-Absentee by Mail 1 - 597,0,1
ICC-Absentee by Mail 1 - 599,0,1
ICC-Absentee by Mail 1 - 598,2,8
ICC-Absentee by Mail 1 - 60,1,0
ICC-Absentee by Mail 1 - 604,7,18
ICC-Absentee by Mail 1 - 600,8,17
ICC-Absentee by Mail 1 - 603,13,12
ICC-Absentee by Mail 1 - 602,9,16
ICC-Absentee by Mail 1 - 596,1,3
ICC-Absentee by Mail 1 - 588,1,6
ICC-Absentee by Mail 1 - 594,6,3
ICC-Absentee by Mail 1 - 595,6,7
ICC-Absentee by Mail 1 - 601,10,15
ICC-Absentee by Mail 1 - 585,1,1
ICC-Absentee by Mail 1 - 587,1,3
ICC-Absentee by Mail 1 - 59,0,2
ICC-Absentee by Mail 1 - 589,1,4
ICC-Absentee by Mail 1 - 586,0,3
ICC-Absentee by Mail 1 - 593,2,2
ICC-Absentee by Mail 1 - 592,0,1
ICC-Absentee by Mail 1 - 591,5,8
ICC-Absentee by Mail 1 - 590,2,6
ICC-Absentee by Mail 1 - 1,8,17
ICC-Absentee by Mail 6 - 2,2,7
ICC-Absentee by Mail 6 - 21,2,6
ICC-Absentee by Mail 6 - 19,1,5
ICC-Absentee by Mail 6 - 9,6,3
ICC-Absentee by Mail 6 - 20,3,7
ICC-Absentee by Mail 6 - 24,2,8
ICC-Absentee by Mail 6 - 22,2,8
ICC-Absentee by Mail 6 - 23,3,8
ICC-Absentee by Mail 6 - 18,4,4
ICC-Absentee by Mail 6 - 17,3,7
ICC-Absentee by Mail 6 - 11,2,6
ICC-Absentee by Mail 6 - 10,1,7
ICC-Absentee by Mail 6 - 12,4,4
ICC-Absentee by Mail 6 - 13,2,6
ICC-Absentee by Mail 6 - 14,1,7
ICC-Absentee by Mail 6 - 16,3,3
ICC-Absentee by Mail 6 - 15,1,8
ICC-Absentee by Mail 6 - 25,3,7
ICC-Absentee by Mail 6 - 26,5,4
ICC-Absentee by Mail 6 - 36,7,19
ICC-Absentee by Mail 6 - 35,17,17
ICC-Absentee by Mail 6 - 4,2,5
ICC-Absentee by Mail 6 - 5,2,7
ICC-Absentee by Mail 6 - 6,0,10
ICC-Absentee by Mail 6 - 8,2,7
ICC-Absentee by Mail 6 - 7,4,5
ICC-Absentee by Mail 6 - 34,2,7
ICC-Absentee by Mail 6 - 33,4,5
ICC-Absentee by Mail 6 - 28,4,5
ICC-Absentee by Mail 6 - 27,5,4
ICC-Absentee by Mail 6 - 29,1,8
ICC-Absentee by Mail 6 - 3,4,5
ICC-Absentee by Mail 6 - 30,5,4
ICC-Absentee by Mail 6 - 32,1,2
ICC-Absentee by Mail 6 - 31,5,4
ICC-Absentee by Mail 6 - 1,5,5
ICC-Provisional 1 - 140,1,1
ICC-Provisional 1 - 99,2,2
ICC-Provisional 1 - 141,1,1
ICC-Provisional 1 - 142,3,0
ICC-Provisional 1 - 143,0,1
ICC-Provisional 1 - 15,0,1
ICC-Provisional 1 - 144,0,4
ICC-Provisional 1 - 14,0,1
ICC-Provisional 1 - 145,1,0
ICC-Provisional 1 - 139,1,1
ICC-Provisional 1 - 133,0,1
ICC-Provisional 1 - 132,0,1
ICC-Provisional 1 - 134,2,0
ICC-Provisional 1 - 135,1,0
ICC-Provisional 1 - 136,1,2
ICC-Provisional 1 - 138,0,1
ICC-Provisional 1 - 137,1,0
ICC-Provisional 1 - 16,1,0
ICC-Provisional 1 - 17,0,2
ICC-Provisional 1 - 27,0,1
ICC-Provisional 1 - 26,0,1
ICC-Provisional 1 - 28,1,1
ICC-Provisional 1 - 29,0,1
ICC-Provisional 1 - 3,1,0
ICC-Provisional 1 - 31,0,1
ICC-Provisional 1 - 30,0,1
ICC-Provisional 1 - 25,0,1
ICC-Provisional 1 - 24,0,2
ICC-Provisional 1 - 19,1,0
ICC-Provisional 1 - 18,1,0
ICC-Provisional 1 - 2,1,0
ICC-Provisional 1 - 20,0,1
ICC-Provisional 1 - 21,1,0
ICC-Provisional 1 - 23,1,1
ICC-Provisional 1 - 22,0,1
ICC-Provisional 1 - 131,0,1
ICC-Provisional 1 - 130,0,1
ICC-Provisional 1 - 109,0,2
ICC-Provisional 1 - 108,1,1
ICC-Provisional 1 - 11,0,1
ICC-Provisional 1 - 110,1,1
ICC-Provisional 1 - 111,0,1
ICC-Provisional 1 - 113,0,1
ICC-Provisional 1 - 112,0,2
ICC-Provisional 1 - 107,0,1
ICC-Provisional 1 - 106,2,2
ICC-Provisional 1 - 100,1,2
ICC-Provisional 1 - 10,0,1
ICC-Provisional 1 - 101,0,1
ICC-Provisional 1 - 102,0,2
ICC-Provisional 1 - 103,2,3
ICC-Provisional 1 - 105,1,1
ICC-Provisional 1 - 104,2,4
ICC-Provisional 1 - 114,0,1
ICC-Provisional 1 - 115,0,5
ICC-Provisional 1 - 125,1,1
ICC-Provisional 1 - 124,0,3
ICC-Provisional 1 - 126,0,3
ICC-Provisional 1 - 127,3,0
ICC-Provisional 1 - 128,1,2
ICC-Provisional 1 - 13,1,0
ICC-Provisional 1 - 129,0,3
ICC-Provisional 1 - 123,1,1
ICC-Provisional 1 - 122,2,1
ICC-Provisional 1 - 117,0,1
ICC-Provisional 1 - 116,0,1
ICC-Provisional 1 - 118,2,1
ICC-Provisional 1 - 119,0,3
ICC-Provisional 1 - 12,0,1
ICC-Provisional 1 - 121,1,1
ICC-Provisional 1 - 120,0,1
ICC-Provisional 1 - 32,1,3
ICC-Provisional 1 - 33,2,2
ICC-Provisional 1 - 34,1,0
ICC-Provisional 1 - 77,0,1
ICC-Provisional 1 - 76,1,0
ICC-Provisional 1 - 78,0,2
ICC-Provisional 1 - 79,2,0
ICC-Provisional 1 - 8,0,1
ICC-Provisional 1 - 81,1,0
ICC-Provisional 1 - 80,2,2
ICC-Provisional 1 - 75,0,1
ICC-Provisional 1 - 74,0,1
ICC-Provisional 1 - 69,2,1
ICC-Provisional 1 - 68,2,1
ICC-Provisional 1 - 7,0,1
ICC-Provisional 1 - 70,0,8
ICC-Provisional 1 - 71,0,1
ICC-Provisional 1 - 73,1,1
ICC-Provisional 1 - 72,1,0
ICC-Provisional 1 - 82,0,1
ICC-Provisional 1 - 83,0,1
ICC-Provisional 1 - 93,2,0
ICC-Provisional 1 - 92,0,3
ICC-Provisional 1 - 94,3,0
ICC-Provisional 1 - 95,1,0
ICC-Provisional 1 - 96,0,5
ICC-Provisional 1 - 98,0,5
ICC-Provisional 1 - 97,0,2
ICC-Provisional 1 - 91,2,4
ICC-Provisional 1 - 90,0,2
ICC-Provisional 1 - 85,0,1
ICC-Provisional 1 - 84,0,1
ICC-Provisional 1 - 86,0,5
ICC-Provisional 1 - 87,0,1
ICC-Provisional 1 - 88,0,1
ICC-Provisional 1 - 9,1,1
ICC-Provisional 1 - 89,0,1
ICC-Provisional 1 - 67,1,0
ICC-Provisional 1 - 66,0,3
ICC-Provisional 1 - 44,0,2
ICC-Provisional 1 - 43,1,3
ICC-Provisional 1 - 45,1,0
ICC-Provisional 1 - 46,0,5
ICC-Provisional 1 - 47,0,3
ICC-Provisional 1 - 49,1,1
ICC-Provisional 1 - 48,1,1
ICC-Provisional 1 - 42,0,1
ICC-Provisional 1 - 41,1,1
ICC-Provisional 1 - 36,0,1
ICC-Provisional 1 - 35,0,1
ICC-Provisional 1 - 37,1,0
ICC-Provisional 1 - 38,0,2
ICC-Provisional 1 - 39,0,2
ICC-Provisional 1 - 40,0,5
ICC-Provisional 1 - 4,0,1
ICC-Provisional 1 - 5,0,1
ICC-Provisional 1 - 50,0,1
ICC-Provisional 1 - 60,1,0
ICC-Provisional 1 - 6,0,1
ICC-Provisional 1 - 61,1,1
ICC-Provisional 1 - 62,0,1
ICC-Provisional 1 - 63,2,0
ICC-Provisional 1 - 65,0,1
ICC-Provisional 1 - 64,0,3
ICC-Provisional 1 - 59,0,1
ICC-Provisional 1 - 58,0,1
ICC-Provisional 1 - 52,0,1
ICC-Provisional 1 - 51,1,0
ICC-Provisional 1 - 53,1,0
ICC-Provisional 1 - 54,1,8
ICC-Provisional 1 - 55,0,1
ICC-Provisional 1 - 57,0,4
ICC-Provisional 1 - 56,0,1
ICC-Provisional 1 - 1,0,1
ICC-Absentee by Mail 3 - 773,0,1
ICC-Absentee by Mail 3 - 771,1,1
ICC-Absentee by Mail 3 - 775,0,10
ICC-Absentee by Mail 3 - 772,1,8
ICC-Absentee by Mail 3 - 774,3,5
ICC-Absentee by Mail 3 - 778,1,2
ICC-Absentee by Mail 3 - 776,0,2
ICC-Absentee by Mail 3 - 777,1,5
ICC-Absentee by Mail 3 - 779,10,20
ICC-Absentee by Mail 3 - 761,2,4
ICC-Absentee by Mail 3 - 763,2,2
ICC-Absentee by Mail 3 - 762,1,5
ICC-Absentee by Mail 3 - 770,3,6
ICC-Absentee by Mail 3 - 760,5,3
ICC-Absentee by Mail 3 - 768,5,5
ICC-Absentee by Mail 3 - 769,2,7
ICC-Absentee by Mail 3 - 765,13,12
ICC-Absentee by Mail 3 - 764,12,13
ICC-Absentee by Mail 3 - 780,0,1
ICC-Absentee by Mail 3 - 767,1,2
ICC-Absentee by Mail 3 - 781,10,22
ICC-Absentee by Mail 3 - 766,11,16
ICC-Absentee by Mail 3 - 758,6,2
ICC-Absentee by Mail 3 - 759,1,6
ICC-Absentee by Mail 3 - 750,3,5
ICC-Absentee by Mail 3 - 751,4,5
ICC-Absentee by Mail 3 - 757,2,0
ICC-Absentee by Mail 3 - 749,0,1
ICC-Absentee by Mail 3 - 752,3,5
ICC-Absentee by Mail 3 - 753,4,6
ICC-Absentee by Mail 3 - 754,2,3
ICC-Absentee by Mail 3 - 755,0,5
ICC-Absentee by Mail 3 - 747,5,5
ICC-Absentee by Mail 3 - 756,1,7
ICC-Absentee by Mail 3 - 748,7,3
ICC-Absentee by Mail 3 - 746,6,3
ICC-Absentee by Mail 3 - 745,5,4
ICC-Absentee by Mail 3 - 782,0,1
ICC-Absentee by Mail 3 - 783,0,2
